"ID";"Questao";"Área"
"167";"Uma caixa de descarga, acoplada a um vaso sanitário, tem
a forma de paralelepípedo reto retângulo cujas dimensões
internas da base são 2,5 decímetros e 1,5 decímetro. Nessa
caixa há uma boia que interrompe o abastecimento quando a
altura da coluna de água atinge 2 decímetros, conforme a figura.
Descrição da figura: A primeira figura apresenta a caixa de
descarga, em formato de paralelepípedo reto retângulo, cujas
medidas da base são 2,5 decímetros e 1,5 decímetro, sendo
enchida de água. A segunda figura apresenta a mesma caixa,
com uma boia interrompendo o abastecimento de água e uma
coluna de água, em seu interior, com 2 decímetros de altura.
A cada acionamento da descarga, todo o volume de água
contida na caixa é despejado no vaso. Para reduzir o volume
de água despejado a cada acionamento, uma pessoa colocará,
no interior dessa caixa, garrafas de 300 mililitros, cheias de
areia e tampadas, de modo a ficarem submersas quando o
abastecimento for interrompido.
Para garantir o funcionamento eficiente, o mínimo de água
despejada a cada acionamento deve ser de 5 litros.
A quantidade máxima de garrafas que serão colocadas nessa
caixa, garantindo um funcionamento eficiente, é igual a
A 10.
B 8.
C 4.
D 3.
E 2.
ENEM
M2025";"MATEMÁTICA E SUAS TECNOLOGIAS"
"168";"Um confeiteiro passou a produzir tortas em formato de cilindro
circular reto, com raio da base variando entre 12 centímetros e
16 centímetros e altura de 6 centímetros. Essas tortas deverão
ser embaladas em caixas com formato de prisma reto de base
quadrada, de modo que seja possível acomodar a torta em seu
interior e ainda restar pelo menos 1 centímetro de distância
entre a torta e as superfícies internas da caixa, lateral e superior.
Ele dispõe, originalmente, de caixas no formato pretendido,
cujas dimensões internas são 14 centímetros de comprimento
do lado da base e 7 centímetros de altura, que não atendem às
suas necessidades. Portanto, ele comprará novas caixas, com o
mesmo formato das caixas originais, mas com comprimento do
lado da base maior, que sejam adequadas para embalar todos
os tipos de torta que produz.
A aresta da base das novas caixas deve ser, no mínimo, quantos
centímetros maior do que a das caixas originais?
A 4
B 12
C 16
D 18
E 20";"MATEMÁTICA E SUAS TECNOLOGIAS"
"169";"Um empresário utiliza máquinas cuja pressão interna P,
em atmosfera, depende do tempo contínuo de utilização t, em
hora, e de um parâmetro positivo K, que define o modelo da
máquina, segundo a expressão:
P é igual a 4 vezes logaritmo na base 10 de, abre colchete,
menos K vezes, abre parêntese, t mais 1 fecha parêntese, vezes,
abre parêntese, t menos 19 fecha parêntese, fecha colchete.
O fabricante dessas máquinas recomenda ao usuário
que a pressão interna desse tipo de máquina não ultrapasse
10 atmosferas durante seu funcionamento.
O empresário pretende comprar novas máquinas desse
tipo que deverão funcionar, diariamente, por um período
contínuo de 10 horas. Para isso, precisa definir o modelo de
máquina a ser adquirida escolhendo o maior valor possível
do parâmetro K, atendendo à recomendação do fabricante.
O maior valor a ser escolhido para K é
A 10 elevado a 0,5
B 10 elevado a 8
C fração de numerador 10 elevado a 2,5 e denominador 84
D fração de numerador 10 elevado a 2,5 e denominador 99
E 25 vezes 10 elevado a menos 2
M2025
NJA | LEDOR 31
ENEM";"MATEMÁTICA E SUAS TECNOLOGIAS"
"170";"A produtividade de soja em uma área cultivada é a média
por hectare. O quadro apresenta a área cultivada e a produtiv
com períodos de um ano, de 2011 a 2016.
Descrição do quadro: O quadro apresenta a área cultivada, e
hectare, de algumas safras.
Safra 2011-2012: área cultivada igual a 200, produtividade igu
Safra 2012-2013: área cultivada igual a 220, produtividade igu
Safra 2013-2014: área cultivada igual a 250, produtividade igu
Safra 2014-2015: área cultivada igual a 250, produtividade igu
Safra 2015-2016: área cultivada igual a 200, produtividade igu
Safra 11
Área cultivada (hectare) 2
Produtividade (sacas de 50 kg por hectare) 4
O gráfico de linhas que representa a produção de soja dessa pr
A Descrição do gráfico: Gráfico de linha que relaciona safra
safra 2011-2012 e produção 400 toneladas;
safra 2012-2013 e produção 330 toneladas;
safra 2013-2014 e produção 562,5 toneladas;
safra 2014-2015 e produção 562,5 toneladas;
safra 2015-2016 e produção 500 toneladas.
B Descrição do gráfico: Gráfico de linha que relaciona safra
safra 2011-2012 e produção 40 toneladas;
safra 2012-2013 e produção 30 toneladas;
safra 2013-2014 e produção 45 toneladas;
safra 2014-2015 e produção 45 toneladas;
safra 2015-2016 e produção 50 toneladas.
C Descrição do gráfico: Gráfico de linha que relaciona safra
safra 2011-2012 e produção 200 toneladas;
safra 2012-2013 e produção 220 toneladas;
safra 2013-2014 e produção 250 toneladas;
safra 2014-2015 e produção 250 toneladas;
safra 2015-2016 e produção 200 toneladas.
D Descrição do gráfico: Gráfico de linha que relaciona safra
safra 2011-2012 e produção 240 toneladas;
safra 2012-2013 e produção 250 toneladas;
safra 2013-2014 e produção 295 toneladas;
safra 2014-2015 e produção 295 toneladas;
safra 2015-2016 e produção 250 toneladas.
E Descrição do gráfico: Gráfico de linha que relaciona safra
safra 2011-2012 e produção 8 toneladas;
safra 2012-2013 e produção 6,6 toneladas;
safra 2013-2014 e produção 11,25 toneladas;
safra 2014-2015 e produção 11,25 toneladas;
safra 2015-2016 e produção 10 toneladas.
ENEN2
32 MATEMÁTIC
M2025
a da quantidade de sacas de 50 quilogramas que são produzidas
vidade de soja em certa propriedade, ao longo de cinco safras,
em hectare, e a produtividade, em sacas de 50 quilogramas por
ual a 40;
ual a 30;
ual a 45;
ual a 45;
ual a 50.
1-12 12-13 13-14 14-15 15-16
200 220 250 250 200
40 30 45 45 50
ropriedade, em tonelada, nessas cinco safras é
a e produção:
a e produção:
a e produção:
a e produção:
a e produção:
2025
CA E SUAS TECNOLOGIAS | 2º DIA | CADERNO 11 | LARANJA | LEDOR
ENEM";"MATEMÁTICA E SUAS TECNOLOGIAS"
"171";"Em uma cidade, será construído um túnel que atravessa uma
montanha para facilitar o trânsito de automóveis e bicicletas.
Dois projetos foram elaborados e os esquemas com as vistas
frontais desses projetos são apresentados na figura.
Descrição da figura: O Projeto 1 apresenta dois túneis, um
exclusivo para automóveis e outro exclusivo para bicicletas. Cada
um deles indica a existência de duas vias de mesma largura, uma
de ida e outra de volta. O túnel exclusivo para automóveis é
representado por um semicírculo cujo diâmetro mede 12 metros,
e o túnel exclusivo para bicicletas é representado por um
semicírculo cujo diâmetro mede 6 metros.
O Projeto 2 apresenta um túnel de uso misto, representado por
um semicírculo, com indicação da existência de quatro vias: duas
de mesma largura para automóveis, sendo uma de ida e outra de
volta, e outras duas de mesma largura para bicicletas, uma de ida
e outra de volta. Duas dessas vias têm largura medindo 3 metros
cada, e as outras duas têm largura medindo 6 metros cada.
O Projeto 1 conta com dois túneis, um exclusivo para
bicicletas e o outro, para automóveis. O Projeto 2 conta com
um único túnel, com espaços reservados para o trânsito exclusivo
de bicicletas e automóveis. Nos dois projetos, os túneis têm o
formato de semicilindro reto de mesma extensão, com vias de
ida e volta para os dois tipos de veículos, separados por muretas.
O projeto a ser aprovado será aquele que apresentar a
menor área da seção transversal, pois implicará menor volume
de material retirado da montanha.
Considere 3 como aproximação para pi e desconsidere as
espessuras das muretas.
O projeto a ser aprovado é
A o 1, pois apresenta área de seção transversal medindo
67,5 metros quadrados.
B o 2, pois apresenta área de seção transversal medindo
121,5 metros quadrados.
C o 1, pois apresenta área de seção transversal medindo
135 metros quadrados.
D o 2, pois apresenta área de seção transversal medindo
243 metros quadrados.
E qualquer um dos dois, pois apresentam áreas de suas seções
transversais com medidas iguais.
ENEM
M2025";"MATEMÁTICA E SUAS TECNOLOGIAS"
"172";"Um carro que custa 60 mil reais é comercializado por uma
revendedora que oferece duas opções de pagamento, todas
sem entrada e sem juros:
• opção 1: pagamento em n parcelas iguais;
• opção 2: pagamento em 6 parcelas a mais do que na
opção 1 e, com isso, o valor de cada parcela se torna
500 reais menor do que o valor da parcela na opção 1.
Nas duas opções de pagamento, o valor total a ser pago
pelo carro é o mesmo.
Qual é a quantidade n de parcelas contidas na opção 1 de
pagamento?
A 18
B 24
C 30
D 42
E 48";"MATEMÁTICA E SUAS TECNOLOGIAS"
"173";"Um pai comprou oito presentes diferentes (dentre os quais,
uma bicicleta e um celular) para dar a seus três filhos. Ele pretende
distribuir os presentes de modo que o filho mais velho e o mais
novo recebam três presentes cada um, e o do meio receba os dois
presentes restantes. O mais velho ganhará, entre seus presentes,
ou uma bicicleta ou um celular, mas não ambos.
De quantas maneiras distintas a distribuição dos presentes
pode ser feita?
A 36
B 53
C 300
D 360
E 560";"MATEMÁTICA E SUAS TECNOLOGIAS"
"174";"A final de um campeonato de futebol foi disputada em
2 tempos regulamentares, de 45 minutos cada, sem acréscimos,
com uma prorrogação de 30 minutos, também sem acréscimos.
Um jogador entrou no início do segundo tempo, com um
equipamento para medir a distância percorrida durante sua
participação no jogo. Ao final do segundo tempo regulamentar,
esse jogador havia percorrido 4,5 quilômetros. Ele manteve na
prorrogação a mesma velocidade média que havia mantido no
segundo tempo regulamentar.
A distância percorrida por esse jogador durante sua participação
na partida, em quilômetro, foi
A 4,5.
B 6,0.
C 7,5.
D 9,0.
E 12,0.
M2025
NJA | LEDOR 33
ENEM";"MATEMÁTICA E SUAS TECNOLOGIAS"
"175";"A figura ilustra o projeto visual para confecção de uma
medalha comemorativa, com a forma de um cilindro circular
reto, de diâmetro 6 centímetros e espessura 3 milímetros.
Descrição da figura: A figura é composta por duas
representações da medalha. A primeira apresenta uma face
da medalha: um quadrado ABCD inscrito em um círculo, cujo
diâmetro mede 6 centímetros. A segunda apresenta a lateral
da medalha, indicando sua espessura, que mede 3 milímetros.
A figura ABCD tem a forma de um quadrado e é a base de
um prisma que atravessa toda a medalha. A região da medalha
externa a esse prisma será cunhada em ouro. Pretende-se
cunhar 100 dessas medalhas.
Considere 3,1 como valor aproximado para pi.
Qual é o volume de ouro, em centímetro cúbico, necessário
para a confecção dessas medalhas?
A 288
B 297
C 567
D 990
E 1 134";"MATEMÁTICA E SUAS TECNOLOGIAS"
"176";"Três dados cúbicos, com faces numeradas de 1 a 6, foram
utilizados em um jogo. Artur escolheu dois dados, e João
ficou com o terceiro. O jogo consiste em ambos lançarem
seus dados, observarem os números nas faces voltadas para
cima e compararem o maior número obtido por Artur com
o número obtido por João. Vence o jogador que obtiver o
maior número. Em caso de empate, a vitória é de João.
O jogador que tem a maior probabilidade de vitória é
A Artur, com probabilidade de dois terços.
B João, com probabilidade de quatro nonos.
C Artur, com probabilidade de fração de numerador 91 e
denominador 216.
D João, com probabilidade de fração de numerador 91 e
denominador 216.
E Artur, com probabilidade de fração de numerador 125 e
denominador 216.
ENEN2
34 MATEMÁTIC
M2025";"MATEMÁTICA E SUAS TECNOLOGIAS"
"177";"A luminância de um objeto é a grandeza que descreve a
quantidade de luz produzida ou refletida por sua superfície.
Ela está definida como a razão entre a intensidade luminosa,
medida em candela (cd), e o quadrado da distância do objeto
até o foco de luz, medida em metro (m).
A unidade de medida da luminância de um objeto é
A fração de numerador cd e denominador m ao quadrado.
B fração de numerador m ao quadrado e denominador cd.
C fração de numerador cd e denominador m.
D fração de numerador m e denominador cd.
E fração de numerador m e denominador cd ao quadrado.";"MATEMÁTICA E SUAS TECNOLOGIAS"
"178";"Quatro amigos, cada um com 100 moedas, criaram um jogo,
no qual cada um assume uma das quatro posições, 1, 2, 3 ou 4,
indicadas na figura, e nela permanece até o final.
Descrição da figura: A figura apresenta quatro círculos,
rotulados com os números 1, 2, 3 e 4, dispostos circularmente,
nesta ordem, no sentido horário.
O desenvolvimento do jogo se dá em rodadas e, em todas
elas, cada jogador transfere e recebe uma quantidade de moedas,
da seguinte maneira:
• o jogador na posição 1 transfere 1 moeda para o jogador
na posição 2;
• o jogador na posição 2 transfere 2 moedas para o jogador
na posição 3;
• o jogador na posição 3 transfere 3 moedas para o jogador
na posição 4;
• o jogador na posição 4 transfere 4 moedas para o jogador
na posição 1, completando a rodada.
Ao final da rodada n, qual é a expressão algébrica que representa
o número de moedas do jogador na posição 1?
A 103 mais 4 vezes n
B 103 mais 3 vezes n
C 100 mais 4 vezes n
D 100 mais 3 vezes n
E 99 mais 4 vezes n
2025
CA E SUAS TECNOLOGIAS | 2º DIA | CADERNO 11 | LARANJA | LEDOR
ENEM";"MATEMÁTICA E SUAS TECNOLOGIAS"
"179";"Uma pessoa tem um carro bicombustível, que funciona a
gás natural veicular (GNV) e a gasolina. O rendimento do carro,
medido em quilômetro por metro cúbico, no caso do gás, ou
medido em quilômetro por litro, no caso da gasolina, depende,
entre outros fatores, da velocidade, em quilômetro por hora,
em que o carro trafega. Essa relação está em conformidade
com estes gráficos.
Descrição dos gráficos: O gráfico à esquerda representa o
rendimento do gás natural veicular em quilômetro por metro
cúbico, e o gráfico à direita representa o rendimento da gasolina
em quilômetro por litro. Em ambos os gráficos, as velocidades
são relacionadas no eixo das abscissas, e os rendimentos
são relacionados no eixo das ordenadas. O primeiro gráfico
apresenta a velocidade, em quilômetro por hora, associada ao
rendimento, em quilômetro por metro cúbico, de um veículo
utilizando GNV. O gráfico passa pelo ponto de abscissa 60 e
ordenada 10. O segundo gráfico apresenta a velocidade, em
quilômetro por hora, associada ao rendimento, em quilômetro
por litro, de um veículo utilizando gasolina. Esse gráfico passa
pelo ponto de abscissa 60 e ordenada 8.
Durante um feriado, essa pessoa realizou uma viagem
de 240 quilômetros. Para obter uma estimativa de gasto de
combustível, assuma que em todo o trajeto se manteve uma
velocidade constante de 60 quilômetros por hora. Considere
que, durante metade do caminho, foi utilizado apenas GNV e, na
outra metade, apenas gasolina. O que foi pago pelo metro cúbico
de GNV e pelo litro de gasolina correspondeu, respectivamente,
a 2 reais e a 3 reais.
Qual foi a diferença, em real, entre os gastos totais com gasolina
e com GNV?
A 4
B 8
C 14
D 21
E 30
ENEM
M2025";"MATEMÁTICA E SUAS TECNOLOGIAS"
